date,chrome-version,chrome-aspect-ratio,chrome-css-flexbox,chrome-css-grid,chrome-css-transforms,chrome-position-sticky,firefox-version,firefox-aspect-ratio,firefox-css-flexbox,firefox-css-grid,firefox-css-transforms,firefox-position-sticky,safari-version,safari-aspect-ratio,safari-css-flexbox,safari-css-grid,safari-css-transforms,safari-position-sticky
2020-12-17,87.0.4280.88,0.2389937106918239,0.8397494968753308,0.9143234660079129,0.7036383225301275,0.8809523809523809,84.0,0.2389937106918239,0.8690455556518474,0.8740971182940409,0.7178196236069282,0.8373015873015874,14.0 (15610.1.28.1.9),0.25157232704402516,0.7517458844123334,0.8715752572149256,0.6154832756141279,0.753968253968254
2020-12-18,87.0.4280.88,0.2389937106918239,0.8397494968753308,0.9143234660079129,0.7036383225301275,0.8809523809523809,84.0,0.2389937106918239,0.8690455556518474,0.8740971182940409,0.7178196236069282,0.8373015873015874,14.0 (15610.1.28.1.9),0.25157232704402516,0.7517458844123334,0.8715752572149256,0.6154832756141279,0.753968253968254
2020-12-19,87.0.4280.88,0.2389937106918239,0.8397494968753308,0.9143234660079129,0.7036383225301275,0.8809523809523809,84.0,0.2389937106918239,0.8690455556518474,0.8740971182940409,0.7178196236069282,0.8373015873015874,14.0 (15610.1.28.1.9),0.25157232704402516,0.7517458844123334,0.8715752572149256,0.6168077789253861,0.753968253968254
2020-12-20,87.0.4280.88,0.2389937106918239,0.8397494968753308,0.9143234660079129,0.7036383225301275,0.8809523809523809,84.0,0.2389937106918239,0.8690455556518474,0.8740971182940409,0.7178196236069282,0.8373015873015874,14.0 (15610.1.28.1.9),0.25157232704402516,0.7517458844123334,0.8715752572149256,0.6154832756141279,0.753968253968254
2020-12-22,87.0.4280.88,0.2389937106918239,0.8408298909013874,0.9143234660079129,0.7036383225301275,0.8809523809523809,84.0,0.2389937106918239,0.870189502267672,0.8740971182940409,0.7178196236069282,0.8373015873015874,14.0 (15610.1.28.1.9),0.25157232704402516,0.7528262784383901,0.8715752572149256,0.6168077789253861,0.753968253968254
2020-12-23,87.0.4280.88,0.2389937106918239,0.8408298909013874,0.9143234660079129,0.7036383225301275,0.8809523809523809,84.0.1,0.2389937106918239,0.870189502267672,0.8740971182940409,0.7178196236069282,0.8373015873015874,14.0 (15610.1.28.1.9),0.25157232704402516,0.7528262784383901,0.8715752572149256,0.6154832756141279,0.753968253968254
2020-12-24,87.0.4280.88,0.2389937106918239,0.8417831797479078,0.9143234660079129,0.7036383225301275,0.8809523809523809,84.0.1,0.2389937106918239,0.8711427911141925,0.8740971182940409,0.7178196236069282,0.8373015873015874,14.0 (15610.1.28.1.9),0.25157232704402516,0.7537795672849106,0.8715752572149256,0.6154832756141279,0.753968253968254
2020-12-25,87.0.4280.88,0.2389937106918239,0.8417831797479078,0.9143234660079129,0.7036383225301275,0.8809523809523809,84.0.1,0.2389937106918239,0.8711427911141925,0.8740971182940409,0.7178196236069282,0.8373015873015874,14.0 (15610.1.28.1.9),0.25157232704402516,0.7537795672849106,0.8715752572149256,0.6168077789253861,0.753968253968254
2020-12-29,87.0.4280.88,0.2389937106918239,0.8417831797479078,0.9143234660079129,0.7036383225301275,0.8809523809523809,84.0.1,0.2389937106918239,0.8711427911141925,0.8740971182940409,0.7178196236069282,0.8373015873015874,14.0 (15610.1.28.1.9),0.25157232704402516,0.7537795672849106,0.8715752572149256,0.6168077789253861,0.753968253968254
2020-12-31,87.0.4280.88,0.2389937106918239,0.8417831797479078,0.9143234660079129,0.7036383225301275,0.8809523809523809,84.0.1,0.2389937106918239,0.8711427911141925,0.8740971182940409,0.7178196236069282,0.8373015873015874,14.0 (15610.1.28.1.9),0.25157232704402516,0.7537795672849106,0.8715752572149256,0.6154832756141279,0.753968253968254
