sha,date,chrome-version,chrome,firefox-version,firefox,safari-version,safari
3e27ba659f5a1417ffe05dc13397cd65b56dd324,2020-12-15,89.0.4350.4 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.540162980209546
62d5fc5ca2bcb71d2b9220350d08dd4dfc0fb325,2020-12-16,89.0.4350.4 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.5389988358556461
a70aff0bcbb72288d797715724b50cd9ce23bc80,2020-12-17,89.0.4350.4 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.5389988358556461
4b1955025565d931f9a12d98444f5a7de444bbf5,2020-12-18,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.540162980209546
132850c9a27382ba1bf1ad4c4ee4ed9d4f69666b,2020-12-19,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.5389988358556461
9a9734ef4b33cc2ff6248bcbc85b8bb53ea89321,2020-12-21,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.540162980209546
ae4e6613d0daa8846d48ff8673821ac00efc50f4,2020-12-22,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.540162980209546
8e32839cabcc649cf78203c848d975102483b845,2020-12-23,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.5389988358556461
2ccf303ec934a8adfc613c2a73395a31956ec817,2020-12-24,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.540162980209546
9c26c9eb197c1beeca8947c1195d9ca57decf20b,2020-12-27,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.540162980209546
e2c77fa4d187c6a179f9343925ef9c3ab5488e86,2020-12-28,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.5389988358556461
dbc7edfaa96e559b9aa34a9c898a1ad54d877b58,2020-12-31,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.5389988358556461
95b19d0b902505286b705a71fe44fc8aa8fb608e,2021-01-02,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.5389988358556461
ecb548a80a07fc80f8d2e67d5d5f5e1b0968e450,2021-01-04,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.5389988358556461
d3ce095fcc6b5a85e6056fdebbf939caf2e2719f,2021-01-05,89.0.4356.6 dev,0.6356228172293364,86.0a1,0.6228172293364377,117 preview,0.5389988358556461
